run	model_name	SVM	KNN	TRE	SGD	average
01	models/schöch-agg/mean_shifted_std/060tp-6000it-1000in.tsv.gz	0.859	0.844	0.793	0.847	0.836
01	models/schöch-agg/mean_shifted_std/060tp-6000it-2000in.tsv.gz	0.834	0.808	0.803	0.836	0.820
01	models/schöch-agg/mean_shifted_std/060tp-6000it-3000in.tsv.gz	0.826	0.811	0.801	0.836	0.818
01	models/schöch-agg/mean_shifted_std/060tp-6000it-7000in.tsv.gz	0.826	0.839	0.803	0.823	0.823
01	models/schöch-agg/mean_shifted_std/070tp-6000it-0050in.tsv.gz	0.857	0.823	0.816	0.849	0.836
01	models/schöch-agg/mean_shifted_std/070tp-6000it-0100in.tsv.gz	0.852	0.821	0.818	0.864	0.839
01	models/schöch-agg/mean_shifted_std/070tp-6000it-0300in.tsv.gz	0.844	0.823	0.819	0.836	0.831
01	models/schöch-agg/mean_shifted_std/070tp-6000it-0500in.tsv.gz	0.857	0.823	0.786	0.862	0.832
01	models/schöch-agg/mean_shifted_std/070tp-6000it-1000in.tsv.gz	0.862	0.831	0.824	0.852	0.842
01	models/schöch-agg/mean_shifted_std/070tp-6000it-2000in.tsv.gz	0.839	0.834	0.808	0.849	0.833
01	models/schöch-agg/mean_shifted_std/070tp-6000it-3000in.tsv.gz	0.834	0.831	0.773	0.839	0.819
01	models/schöch-agg/mean_shifted_std/070tp-6000it-7000in.tsv.gz	0.841	0.823	0.852	0.846	0.841
01	models/schöch-agg/mean_shifted_std/080tp-6000it-0050in.tsv.gz	0.831	0.831	0.795	0.841	0.825
01	models/schöch-agg/mean_shifted_std/080tp-6000it-0100in.tsv.gz	0.867	0.823	0.795	0.844	0.832
01	models/schöch-agg/mean_shifted_std/080tp-6000it-0300in.tsv.gz	0.849	0.836	0.793	0.852	0.833
01	models/schöch-agg/mean_shifted_std/080tp-6000it-0500in.tsv.gz	0.805	0.818	0.808	0.844	0.819
01	models/schöch-agg/mean_shifted_std/080tp-6000it-1000in.tsv.gz	0.842	0.836	0.798	0.854	0.832
01	models/schöch-agg/mean_shifted_std/080tp-6000it-2000in.tsv.gz	0.826	0.823	0.829	0.823	0.825
01	models/schöch-agg/mean_shifted_std/080tp-6000it-3000in.tsv.gz	0.834	0.846	0.806	0.877	0.841
01	models/schöch-agg/mean_shifted_std/080tp-6000it-7000in.tsv.gz	0.816	0.823	0.790	0.826	0.814
01	models/schöch-agg/mean_shifted_std/090tp-6000it-0050in.tsv.gz	0.854	0.818	0.813	0.831	0.829
01	models/schöch-agg/mean_shifted_std/090tp-6000it-0100in.tsv.gz	0.834	0.829	0.834	0.859	0.839
01	models/schöch-agg/mean_shifted_std/090tp-6000it-0300in.tsv.gz	0.844	0.831	0.811	0.854	0.835
01	models/schöch-agg/mean_shifted_std/090tp-6000it-0500in.tsv.gz	0.831	0.841	0.808	0.836	0.829
01	models/schöch-agg/mean_shifted_std/090tp-6000it-1000in.tsv.gz	0.841	0.836	0.780	0.847	0.826
01	models/schöch-agg/mean_shifted_std/090tp-6000it-2000in.tsv.gz	0.816	0.844	0.788	0.839	0.822
01	models/schöch-agg/mean_shifted_std/090tp-6000it-3000in.tsv.gz	0.852	0.836	0.747	0.846	0.820
01	models/schöch-agg/mean_shifted_std/090tp-6000it-7000in.tsv.gz	0.847	0.834	0.782	0.852	0.829
01	models/schöch-agg/mean_shifted_std/100tp-6000it-0050in.tsv.gz	0.852	0.821	0.796	0.854	0.831
01	models/schöch-agg/mean_shifted_std/100tp-6000it-0100in.tsv.gz	0.818	0.834	0.816	0.821	0.822
01	models/schöch-agg/mean_shifted_std/100tp-6000it-0300in.tsv.gz	0.849	0.826	0.793	0.864	0.833
01	models/schöch-agg/mean_shifted_std/100tp-6000it-0500in.tsv.gz	0.829	0.836	0.824	0.811	0.825
01	models/schöch-agg/mean_shifted_std/100tp-6000it-1000in.tsv.gz	0.821	0.808	0.780	0.818	0.807
01	models/schöch-agg/mean_shifted_std/100tp-6000it-2000in.tsv.gz	0.829	0.829	0.821	0.824	0.825
01	models/schöch-agg/mean_shifted_std/100tp-6000it-3000in.tsv.gz	0.813	0.844	0.798	0.839	0.824
01	models/schöch-agg/mean_shifted_std/100tp-6000it-7000in.tsv.gz	0.841	0.834	0.780	0.844	0.825
01	models/schöch-agg/median/050tp-6000it-0050in.tsv.gz	0.859	0.839	0.793	0.864	0.839
01	models/schöch-agg/median/050tp-6000it-0100in.tsv.gz	0.844	0.846	0.780	0.849	0.830
01	models/schöch-agg/median/050tp-6000it-0300in.tsv.gz	0.857	0.836	0.801	0.844	0.834
01	models/schöch-agg/median/050tp-6000it-0500in.tsv.gz	0.857	0.836	0.808	0.862	0.841
01	models/schöch-agg/median/050tp-6000it-1000in.tsv.gz	0.844	0.816	0.798	0.852	0.827
01	models/schöch-agg/median/050tp-6000it-2000in.tsv.gz	0.852	0.813	0.811	0.854	0.833
01	models/schöch-agg/median/050tp-6000it-3000in.tsv.gz	0.841	0.818	0.818	0.857	0.834
01	models/schöch-agg/median/050tp-6000it-7000in.tsv.gz	0.847	0.818	0.790	0.844	0.825
01	models/schöch-agg/median/060tp-6000it-0050in.tsv.gz	0.854	0.808	0.826	0.847	0.834
01	models/schöch-agg/median/060tp-6000it-0100in.tsv.gz	0.849	0.793	0.780	0.834	0.814
01	models/schöch-agg/median/060tp-6000it-0300in.tsv.gz	0.870	0.823	0.824	0.854	0.843
01	models/schöch-agg/median/060tp-6000it-0500in.tsv.gz	0.841	0.798	0.775	0.841	0.814
01	models/schöch-agg/median/060tp-6000it-1000in.tsv.gz	0.859	0.839	0.826	0.857	0.845
01	models/schöch-agg/median/060tp-6000it-2000in.tsv.gz	0.834	0.798	0.788	0.829	0.812
01	models/schöch-agg/median/060tp-6000it-3000in.tsv.gz	0.857	0.813	0.824	0.849	0.836
01	models/schöch-agg/median/060tp-6000it-7000in.tsv.gz	0.826	0.829	0.747	0.813	0.804
01	models/schöch-agg/median/070tp-6000it-0050in.tsv.gz	0.839	0.811	0.849	0.841	0.835
01	models/schöch-agg/median/070tp-6000it-0100in.tsv.gz	0.857	0.821	0.798	0.841	0.829
01	models/schöch-agg/median/070tp-6000it-0300in.tsv.gz	0.852	0.795	0.811	0.859	0.829
01	models/schöch-agg/median/070tp-6000it-0500in.tsv.gz	0.854	0.813	0.811	0.849	0.832
01	models/schöch-agg/median/070tp-6000it-1000in.tsv.gz	0.867	0.828	0.801	0.864	0.840
01	models/schöch-agg/median/070tp-6000it-2000in.tsv.gz	0.839	0.808	0.772	0.846	0.817
01	models/schöch-agg/median/070tp-6000it-3000in.tsv.gz	0.831	0.813	0.778	0.836	0.815
01	models/schöch-agg/median/070tp-6000it-7000in.tsv.gz	0.818	0.803	0.803	0.852	0.819
01	models/schöch-agg/median/080tp-6000it-0050in.tsv.gz	0.839	0.795	0.811	0.839	0.821
01	models/schöch-agg/median/080tp-6000it-0100in.tsv.gz	0.847	0.806	0.798	0.831	0.820
01	models/schöch-agg/median/080tp-6000it-0300in.tsv.gz	0.829	0.813	0.788	0.849	0.820
01	models/schöch-agg/median/080tp-6000it-0500in.tsv.gz	0.854	0.798	0.795	0.831	0.820
01	models/schöch-agg/median/080tp-6000it-1000in.tsv.gz	0.854	0.803	0.836	0.862	0.839
01	models/schöch-agg/median/080tp-6000it-2000in.tsv.gz	0.818	0.803	0.790	0.831	0.811
01	models/schöch-agg/median/080tp-6000it-3000in.tsv.gz	0.826	0.829	0.821	0.841	0.829
01	models/schöch-agg/median/080tp-6000it-7000in.tsv.gz	0.816	0.811	0.801	0.857	0.821
01	models/schöch-agg/median/090tp-6000it-0050in.tsv.gz	0.826	0.818	0.842	0.854	0.835
01	models/schöch-agg/median/090tp-6000it-0100in.tsv.gz	0.831	0.790	0.765	0.849	0.809
01	models/schöch-agg/median/090tp-6000it-0300in.tsv.gz	0.829	0.790	0.796	0.831	0.811
01	models/schöch-agg/median/090tp-6000it-0500in.tsv.gz	0.813	0.821	0.788	0.847	0.817
01	models/schöch-agg/median/090tp-6000it-1000in.tsv.gz	0.849	0.808	0.765	0.847	0.817
01	models/schöch-agg/median/090tp-6000it-2000in.tsv.gz	0.839	0.829	0.801	0.841	0.827
01	models/schöch-agg/median/090tp-6000it-3000in.tsv.gz	0.818	0.767	0.765	0.836	0.797
01	models/schöch-agg/median/090tp-6000it-7000in.tsv.gz	0.798	0.803	0.765	0.857	0.805
01	models/schöch-agg/median/100tp-6000it-0050in.tsv.gz	0.816	0.818	0.767	0.854	0.814
01	models/schöch-agg/median/100tp-6000it-0100in.tsv.gz	0.801	0.813	0.814	0.836	0.816
01	models/schöch-agg/median/100tp-6000it-0300in.tsv.gz	0.816	0.798	0.818	0.834	0.816
01	models/schöch-agg/median/100tp-6000it-0500in.tsv.gz	0.818	0.808	0.749	0.806	0.795
01	models/schöch-agg/median/100tp-6000it-1000in.tsv.gz	0.806	0.780	0.778	0.798	0.790
01	models/schöch-agg/median/100tp-6000it-2000in.tsv.gz	0.824	0.798	0.785	0.834	0.810
01	models/schöch-agg/median/100tp-6000it-3000in.tsv.gz	0.816	0.813	0.778	0.831	0.809
01	models/schöch-agg/median/100tp-6000it-7000in.tsv.gz	0.795	0.826	0.765	0.857	0.811
01	models/schöch-agg/median_shift_mean/050tp-6000it-0050in.tsv.gz	0.859	0.839	0.788	0.864	0.838
01	models/schöch-agg/median_shift_mean/050tp-6000it-0100in.tsv.gz	0.844	0.849	0.778	0.849	0.830
01	models/schöch-agg/median_shift_mean/050tp-6000it-0300in.tsv.gz	0.857	0.836	0.790	0.841	0.831
01	models/schöch-agg/median_shift_mean/050tp-6000it-0500in.tsv.gz	0.857	0.836	0.806	0.839	0.834
01	models/schöch-agg/median_shift_mean/050tp-6000it-1000in.tsv.gz	0.844	0.816	0.759	0.849	0.817
01	models/schöch-agg/median_shift_mean/050tp-6000it-2000in.tsv.gz	0.852	0.816	0.788	0.847	0.825
01	models/schöch-agg/median_shift_mean/050tp-6000it-3000in.tsv.gz	0.841	0.818	0.803	0.847	0.827
01	models/schöch-agg/median_shift_mean/050tp-6000it-7000in.tsv.gz	0.847	0.821	0.780	0.862	0.827
01	models/schöch-agg/median_shift_mean/060tp-6000it-0050in.tsv.gz	0.854	0.811	0.852	0.846	0.841
01	models/schöch-agg/median_shift_mean/060tp-6000it-0100in.tsv.gz	0.849	0.788	0.839	0.831	0.827
01	models/schöch-agg/median_shift_mean/060tp-6000it-0300in.tsv.gz	0.870	0.823	0.785	0.846	0.831
01	models/schöch-agg/median_shift_mean/060tp-6000it-0500in.tsv.gz	0.841	0.795	0.788	0.836	0.815
01	models/schöch-agg/median_shift_mean/060tp-6000it-1000in.tsv.gz	0.859	0.836	0.821	0.862	0.845
01	models/schöch-agg/median_shift_mean/060tp-6000it-2000in.tsv.gz	0.834	0.803	0.739	0.839	0.804
01	models/schöch-agg/median_shift_mean/060tp-6000it-3000in.tsv.gz	0.857	0.811	0.783	0.844	0.824
01	models/schöch-agg/median_shift_mean/060tp-6000it-7000in.tsv.gz	0.826	0.831	0.765	0.834	0.814
01	models/schöch-agg/median_shift_mean/070tp-6000it-0050in.tsv.gz	0.841	0.811	0.813	0.847	0.828
01	models/schöch-agg/median_shift_mean/070tp-6000it-0100in.tsv.gz	0.859	0.821	0.770	0.849	0.825
01	models/schöch-agg/median_shift_mean/070tp-6000it-0300in.tsv.gz	0.852	0.798	0.806	0.857	0.828
01	models/schöch-agg/median_shift_mean/070tp-6000it-0500in.tsv.gz	0.854	0.811	0.791	0.849	0.826
01	models/schöch-agg/median_shift_mean/070tp-6000it-1000in.tsv.gz	0.867	0.828	0.806	0.859	0.840
01	models/schöch-agg/median_shift_mean/070tp-6000it-2000in.tsv.gz	0.839	0.811	0.768	0.844	0.815
01	models/schöch-agg/median_shift_mean/070tp-6000it-3000in.tsv.gz	0.831	0.808	0.785	0.829	0.813
01	models/schöch-agg/median_shift_mean/070tp-6000it-7000in.tsv.gz	0.818	0.803	0.803	0.813	0.809
01	models/schöch-agg/median_shift_mean/080tp-6000it-0050in.tsv.gz	0.839	0.795	0.813	0.839	0.822
01	models/schöch-agg/median_shift_mean/080tp-6000it-0100in.tsv.gz	0.847	0.808	0.775	0.854	0.821
01	models/schöch-agg/median_shift_mean/080tp-6000it-0300in.tsv.gz	0.829	0.816	0.780	0.836	0.815
01	models/schöch-agg/median_shift_mean/080tp-6000it-0500in.tsv.gz	0.852	0.800	0.798	0.849	0.825
01	models/schöch-agg/median_shift_mean/080tp-6000it-1000in.tsv.gz	0.854	0.803	0.816	0.831	0.826
01	models/schöch-agg/median_shift_mean/080tp-6000it-2000in.tsv.gz	0.824	0.803	0.747	0.839	0.803
01	models/schöch-agg/median_shift_mean/080tp-6000it-3000in.tsv.gz	0.826	0.831	0.752	0.852	0.815
01	models/schöch-agg/median_shift_mean/080tp-6000it-7000in.tsv.gz	0.816	0.811	0.778	0.834	0.809
01	models/schöch-agg/median_shift_mean/090tp-6000it-0050in.tsv.gz	0.826	0.818	0.803	0.824	0.818
01	models/schöch-agg/median_shift_mean/090tp-6000it-0100in.tsv.gz	0.831	0.790	0.777	0.836	0.809
01	models/schöch-agg/median_shift_mean/090tp-6000it-0300in.tsv.gz	0.829	0.790	0.793	0.837	0.812
01	models/schöch-agg/median_shift_mean/090tp-6000it-0500in.tsv.gz	0.813	0.821	0.772	0.859	0.816
01	models/schöch-agg/median_shift_mean/090tp-6000it-1000in.tsv.gz	0.849	0.805	0.793	0.864	0.828
01	models/schöch-agg/median_shift_mean/090tp-6000it-2000in.tsv.gz	0.839	0.829	0.770	0.834	0.818
01	models/schöch-agg/median_shift_mean/090tp-6000it-3000in.tsv.gz	0.818	0.770	0.749	0.839	0.794
01	models/schöch-agg/median_shift_mean/090tp-6000it-7000in.tsv.gz	0.800	0.800	0.785	0.834	0.805
01	models/schöch-agg/median_shift_mean/100tp-6000it-0050in.tsv.gz	0.816	0.816	0.762	0.849	0.811
01	models/schöch-agg/median_shift_mean/100tp-6000it-0100in.tsv.gz	0.801	0.813	0.793	0.836	0.811
01	models/schöch-agg/median_shift_mean/100tp-6000it-0300in.tsv.gz	0.813	0.798	0.778	0.818	0.802
01	models/schöch-agg/median_shift_mean/100tp-6000it-0500in.tsv.gz	0.821	0.811	0.778	0.841	0.813
01	models/schöch-agg/median_shift_mean/100tp-6000it-1000in.tsv.gz	0.806	0.778	0.770	0.808	0.790
01	models/schöch-agg/median_shift_mean/100tp-6000it-2000in.tsv.gz	0.824	0.798	0.785	0.829	0.809
01	models/schöch-agg/median_shift_mean/100tp-6000it-3000in.tsv.gz	0.816	0.813	0.754	0.849	0.808
01	models/schöch-agg/median_shift_mean/100tp-6000it-7000in.tsv.gz	0.798	0.818	0.711	0.829	0.789
01	models/schöch-agg/median_shift_o_std/050tp-6000it-0050in.tsv.gz	0.806	0.823	0.780	0.796	0.801
01	models/schöch-agg/median_shift_o_std/050tp-6000it-0100in.tsv.gz	0.805	0.829	0.795	0.803	0.808
01	models/schöch-agg/median_shift_o_std/050tp-6000it-0300in.tsv.gz	0.813	0.836	0.765	0.816	0.807
01	models/schöch-agg/median_shift_o_std/050tp-6000it-0500in.tsv.gz	0.824	0.834	0.800	0.831	0.822
01	models/schöch-agg/median_shift_o_std/050tp-6000it-1000in.tsv.gz	0.857	0.823	0.803	0.826	0.827
01	models/schöch-agg/median_shift_o_std/050tp-6000it-2000in.tsv.gz	0.811	0.836	0.752	0.790	0.797
01	models/schöch-agg/median_shift_o_std/050tp-6000it-3000in.tsv.gz	0.798	0.821	0.780	0.821	0.805
01	models/schöch-agg/median_shift_o_std/050tp-6000it-7000in.tsv.gz	0.793	0.818	0.762	0.813	0.797
01	models/schöch-agg/median_shift_o_std/060tp-6000it-0050in.tsv.gz	0.816	0.806	0.852	0.800	0.818
01	models/schöch-agg/median_shift_o_std/060tp-6000it-0100in.tsv.gz	0.816	0.816	0.854	0.793	0.820
01	models/schöch-agg/median_shift_o_std/060tp-6000it-0300in.tsv.gz	0.834	0.823	0.790	0.834	0.820
01	models/schöch-agg/median_shift_o_std/060tp-6000it-0500in.tsv.gz	0.795	0.824	0.793	0.811	0.806
01	models/schöch-agg/median_shift_o_std/060tp-6000it-1000in.tsv.gz	0.844	0.839	0.767	0.834	0.821
01	models/schöch-agg/median_shift_o_std/060tp-6000it-2000in.tsv.gz	0.806	0.793	0.749	0.803	0.788
01	models/schöch-agg/median_shift_o_std/060tp-6000it-3000in.tsv.gz	0.818	0.813	0.747	0.803	0.795
01	models/schöch-agg/median_shift_o_std/060tp-6000it-7000in.tsv.gz	0.793	0.821	0.777	0.795	0.797
01	models/schöch-agg/median_shift_o_std/070tp-6000it-0050in.tsv.gz	0.831	0.803	0.796	0.811	0.810
01	models/schöch-agg/median_shift_o_std/070tp-6000it-0100in.tsv.gz	0.826	0.823	0.821	0.844	0.829
01	models/schöch-agg/median_shift_o_std/070tp-6000it-0300in.tsv.gz	0.793	0.795	0.806	0.806	0.800
01	models/schöch-agg/median_shift_o_std/070tp-6000it-0500in.tsv.gz	0.818	0.824	0.777	0.818	0.809
01	models/schöch-agg/median_shift_o_std/070tp-6000it-1000in.tsv.gz	0.829	0.844	0.793	0.803	0.817
01	models/schöch-agg/median_shift_o_std/070tp-6000it-2000in.tsv.gz	0.808	0.826	0.745	0.813	0.798
01	models/schöch-agg/median_shift_o_std/070tp-6000it-3000in.tsv.gz	0.813	0.821	0.778	0.811	0.806
01	models/schöch-agg/median_shift_o_std/070tp-6000it-7000in.tsv.gz	0.841	0.811	0.801	0.803	0.814
01	models/schöch-agg/median_shift_o_std/080tp-6000it-0050in.tsv.gz	0.813	0.793	0.842	0.808	0.814
01	models/schöch-agg/median_shift_o_std/080tp-6000it-0100in.tsv.gz	0.798	0.803	0.798	0.788	0.797
01	models/schöch-agg/median_shift_o_std/080tp-6000it-0300in.tsv.gz	0.795	0.836	0.775	0.806	0.803
01	models/schöch-agg/median_shift_o_std/080tp-6000it-0500in.tsv.gz	0.795	0.811	0.795	0.813	0.804
01	models/schöch-agg/median_shift_o_std/080tp-6000it-1000in.tsv.gz	0.801	0.821	0.811	0.801	0.808
01	models/schöch-agg/median_shift_o_std/080tp-6000it-2000in.tsv.gz	0.788	0.816	0.737	0.805	0.786
01	models/schöch-agg/median_shift_o_std/080tp-6000it-3000in.tsv.gz	0.795	0.831	0.752	0.826	0.801
01	models/schöch-agg/median_shift_o_std/080tp-6000it-7000in.tsv.gz	0.791	0.826	0.754	0.806	0.794
01	models/schöch-agg/median_shift_o_std/090tp-6000it-0050in.tsv.gz	0.788	0.816	0.808	0.788	0.800
01	models/schöch-agg/median_shift_o_std/090tp-6000it-0100in.tsv.gz	0.777	0.821	0.778	0.806	0.795
01	models/schöch-agg/median_shift_o_std/090tp-6000it-0300in.tsv.gz	0.790	0.808	0.772	0.798	0.792
01	models/schöch-agg/median_shift_o_std/090tp-6000it-0500in.tsv.gz	0.818	0.811	0.788	0.818	0.809
01	models/schöch-agg/median_shift_o_std/090tp-6000it-1000in.tsv.gz	0.819	0.801	0.818	0.803	0.810
01	models/schöch-agg/median_shift_o_std/090tp-6000it-2000in.tsv.gz	0.773	0.829	0.806	0.780	0.797
01	models/schöch-agg/median_shift_o_std/090tp-6000it-3000in.tsv.gz	0.793	0.839	0.757	0.795	0.796
01	models/schöch-agg/median_shift_o_std/090tp-6000it-7000in.tsv.gz	0.788	0.818	0.788	0.788	0.795
01	models/schöch-agg/median_shift_o_std/100tp-6000it-0050in.tsv.gz	0.806	0.823	0.724	0.785	0.785
01	models/schöch-agg/median_shift_o_std/100tp-6000it-0100in.tsv.gz	0.770	0.800	0.786	0.790	0.787
01	models/schöch-agg/median_shift_o_std/100tp-6000it-0300in.tsv.gz	0.806	0.803	0.780	0.816	0.801
01	models/schöch-agg/median_shift_o_std/100tp-6000it-0500in.tsv.gz	0.793	0.805	0.785	0.798	0.795
01	models/schöch-agg/median_shift_o_std/100tp-6000it-1000in.tsv.gz	0.770	0.793	0.760	0.783	0.776
01	models/schöch-agg/median_shift_o_std/100tp-6000it-2000in.tsv.gz	0.775	0.785	0.724	0.782	0.767
01	models/schöch-agg/median_shift_o_std/100tp-6000it-3000in.tsv.gz	0.793	0.834	0.762	0.821	0.802
01	models/schöch-agg/median_shift_o_std/100tp-6000it-7000in.tsv.gz	0.803	0.831	0.772	0.811	0.804
01	models/schöch-agg/median_shifted/050tp-6000it-0050in.tsv.gz	0.859	0.839	0.801	0.849	0.837
01	models/schöch-agg/median_shifted/050tp-6000it-0100in.tsv.gz	0.844	0.846	0.783	0.829	0.825
01	models/schöch-agg/median_shifted/050tp-6000it-0300in.tsv.gz	0.857	0.836	0.798	0.844	0.834
01	models/schöch-agg/median_shifted/050tp-6000it-0500in.tsv.gz	0.857	0.836	0.803	0.852	0.837
01	models/schöch-agg/median_shifted/050tp-6000it-1000in.tsv.gz	0.844	0.816	0.762	0.841	0.816
01	models/schöch-agg/median_shifted/050tp-6000it-2000in.tsv.gz	0.852	0.813	0.793	0.857	0.829
01	models/schöch-agg/median_shifted/050tp-6000it-3000in.tsv.gz	0.841	0.818	0.780	0.829	0.817
01	models/schöch-agg/median_shifted/050tp-6000it-7000in.tsv.gz	0.847	0.818	0.747	0.844	0.814
01	models/schöch-agg/median_shifted/060tp-6000it-0050in.tsv.gz	0.854	0.808	0.793	0.859	0.829
01	models/schöch-agg/median_shifted/060tp-6000it-0100in.tsv.gz	0.849	0.793	0.824	0.829	0.824
01	models/schöch-agg/median_shifted/060tp-6000it-0300in.tsv.gz	0.870	0.823	0.813	0.841	0.837
01	models/schöch-agg/median_shifted/060tp-6000it-0500in.tsv.gz	0.841	0.798	0.734	0.839	0.803
01	models/schöch-agg/median_shifted/060tp-6000it-1000in.tsv.gz	0.859	0.841	0.811	0.849	0.840
01	models/schöch-agg/median_shifted/060tp-6000it-2000in.tsv.gz	0.834	0.798	0.772	0.829	0.808
01	models/schöch-agg/median_shifted/060tp-6000it-3000in.tsv.gz	0.857	0.813	0.788	0.841	0.825
01	models/schöch-agg/median_shifted/060tp-6000it-7000in.tsv.gz	0.826	0.829	0.744	0.839	0.809
01	models/schöch-agg/median_shifted/070tp-6000it-0050in.tsv.gz	0.836	0.811	0.818	0.846	0.828
01	models/schöch-agg/median_shifted/070tp-6000it-0100in.tsv.gz	0.857	0.821	0.811	0.852	0.835
01	models/schöch-agg/median_shifted/070tp-6000it-0300in.tsv.gz	0.852	0.795	0.785	0.854	0.822
01	models/schöch-agg/median_shifted/070tp-6000it-0500in.tsv.gz	0.854	0.813	0.795	0.831	0.824
01	models/schöch-agg/median_shifted/070tp-6000it-1000in.tsv.gz	0.867	0.828	0.793	0.844	0.833
01	models/schöch-agg/median_shifted/070tp-6000it-2000in.tsv.gz	0.839	0.808	0.760	0.829	0.809
01	models/schöch-agg/median_shifted/070tp-6000it-3000in.tsv.gz	0.831	0.813	0.767	0.852	0.816
01	models/schöch-agg/median_shifted/070tp-6000it-7000in.tsv.gz	0.818	0.803	0.818	0.869	0.827
01	models/schöch-agg/median_shifted/080tp-6000it-0050in.tsv.gz	0.839	0.795	0.785	0.847	0.816
01	models/schöch-agg/median_shifted/080tp-6000it-0100in.tsv.gz	0.847	0.806	0.782	0.847	0.820
01	models/schöch-agg/median_shifted/080tp-6000it-0300in.tsv.gz	0.829	0.813	0.806	0.836	0.821
01	models/schöch-agg/median_shifted/080tp-6000it-0500in.tsv.gz	0.854	0.798	0.762	0.841	0.814
01	models/schöch-agg/median_shifted/080tp-6000it-1000in.tsv.gz	0.854	0.803	0.824	0.864	0.836
01	models/schöch-agg/median_shifted/080tp-6000it-2000in.tsv.gz	0.818	0.803	0.795	0.844	0.815
01	models/schöch-agg/median_shifted/080tp-6000it-3000in.tsv.gz	0.826	0.829	0.826	0.841	0.831
01	models/schöch-agg/median_shifted/080tp-6000it-7000in.tsv.gz	0.816	0.811	0.775	0.841	0.811
01	models/schöch-agg/median_shifted/090tp-6000it-0050in.tsv.gz	0.826	0.818	0.847	0.836	0.832
01	models/schöch-agg/median_shifted/090tp-6000it-0100in.tsv.gz	0.831	0.790	0.788	0.831	0.810
01	models/schöch-agg/median_shifted/090tp-6000it-0300in.tsv.gz	0.829	0.790	0.763	0.852	0.808
01	models/schöch-agg/median_shifted/090tp-6000it-0500in.tsv.gz	0.813	0.821	0.765	0.849	0.812
01	models/schöch-agg/median_shifted/090tp-6000it-1000in.tsv.gz	0.849	0.808	0.762	0.818	0.809
01	models/schöch-agg/median_shifted/090tp-6000it-2000in.tsv.gz	0.839	0.829	0.750	0.841	0.815
01	models/schöch-agg/median_shifted/090tp-6000it-3000in.tsv.gz	0.818	0.767	0.790	0.829	0.801
01	models/schöch-agg/median_shifted/090tp-6000it-7000in.tsv.gz	0.798	0.803	0.775	0.839	0.804
01	models/schöch-agg/median_shifted/100tp-6000it-0050in.tsv.gz	0.816	0.818	0.798	0.831	0.816
01	models/schöch-agg/median_shifted/100tp-6000it-0100in.tsv.gz	0.801	0.813	0.788	0.834	0.809
01	models/schöch-agg/median_shifted/100tp-6000it-0300in.tsv.gz	0.816	0.798	0.785	0.834	0.808
01	models/schöch-agg/median_shifted/100tp-6000it-0500in.tsv.gz	0.818	0.808	0.763	0.831	0.805
01	models/schöch-agg/median_shifted/100tp-6000it-1000in.tsv.gz	0.806	0.780	0.772	0.811	0.792
01	models/schöch-agg/median_shifted/100tp-6000it-2000in.tsv.gz	0.824	0.798	0.777	0.826	0.806
01	models/schöch-agg/median_shifted/100tp-6000it-3000in.tsv.gz	0.816	0.813	0.780	0.859	0.817
01	models/schöch-agg/median_shifted/100tp-6000it-7000in.tsv.gz	0.795	0.826	0.737	0.818	0.794
01	models/schöch-agg/median_shifted_std/050tp-6000it-0050in.tsv.gz	0.806	0.818	0.783	0.811	0.804
01	models/schöch-agg/median_shifted_std/050tp-6000it-0100in.tsv.gz	0.808	0.823	0.793	0.823	0.812
01	models/schöch-agg/median_shifted_std/050tp-6000it-0300in.tsv.gz	0.813	0.839	0.782	0.821	0.814
01	models/schöch-agg/median_shifted_std/050tp-6000it-0500in.tsv.gz	0.831	0.834	0.793	0.841	0.825
01	models/schöch-agg/median_shifted_std/050tp-6000it-1000in.tsv.gz	0.846	0.829	0.788	0.823	0.822
01	models/schöch-agg/median_shifted_std/050tp-6000it-2000in.tsv.gz	0.800	0.836	0.747	0.811	0.799
01	models/schöch-agg/median_shifted_std/050tp-6000it-3000in.tsv.gz	0.813	0.826	0.775	0.808	0.806
01	models/schöch-agg/median_shifted_std/050tp-6000it-7000in.tsv.gz	0.798	0.816	0.719	0.808	0.785
01	models/schöch-agg/median_shifted_std/060tp-6000it-0050in.tsv.gz	0.813	0.811	0.770	0.839	0.808
01	models/schöch-agg/median_shifted_std/060tp-6000it-0100in.tsv.gz	0.813	0.816	0.836	0.785	0.813
01	models/schöch-agg/median_shifted_std/060tp-6000it-0300in.tsv.gz	0.834	0.823	0.765	0.813	0.809
01	models/schöch-agg/median_shifted_std/060tp-6000it-0500in.tsv.gz	0.803	0.821	0.772	0.813	0.802
01	models/schöch-agg/median_shifted_std/060tp-6000it-1000in.tsv.gz	0.841	0.836	0.788	0.819	0.821
01	models/schöch-agg/median_shifted_std/060tp-6000it-2000in.tsv.gz	0.798	0.790	0.737	0.803	0.782
01	models/schöch-agg/median_shifted_std/060tp-6000it-3000in.tsv.gz	0.813	0.811	0.803	0.808	0.809
01	models/schöch-agg/median_shifted_std/060tp-6000it-7000in.tsv.gz	0.793	0.821	0.739	0.788	0.785
01	models/schöch-agg/median_shifted_std/070tp-6000it-0050in.tsv.gz	0.834	0.808	0.742	0.818	0.801
01	models/schöch-agg/median_shifted_std/070tp-6000it-0100in.tsv.gz	0.826	0.823	0.783	0.823	0.814
