run	model_name	SVM	KNN	TRE	SGD	average
01	models/schöch-agg/median_shifted_std/070tp-6000it-0300in.tsv.gz	0.790	0.798	0.811	0.811	0.802
01	models/schöch-agg/median_shifted_std/070tp-6000it-0500in.tsv.gz	0.821	0.823	0.811	0.831	0.822
01	models/schöch-agg/median_shifted_std/070tp-6000it-1000in.tsv.gz	0.834	0.844	0.785	0.836	0.825
01	models/schöch-agg/median_shifted_std/070tp-6000it-2000in.tsv.gz	0.808	0.826	0.773	0.813	0.805
01	models/schöch-agg/median_shifted_std/070tp-6000it-3000in.tsv.gz	0.808	0.821	0.724	0.793	0.787
01	models/schöch-agg/median_shifted_std/070tp-6000it-7000in.tsv.gz	0.836	0.811	0.844	0.808	0.825
01	models/schöch-agg/median_shifted_std/080tp-6000it-0050in.tsv.gz	0.811	0.793	0.767	0.808	0.795
01	models/schöch-agg/median_shifted_std/080tp-6000it-0100in.tsv.gz	0.798	0.800	0.788	0.800	0.797
01	models/schöch-agg/median_shifted_std/080tp-6000it-0300in.tsv.gz	0.798	0.836	0.790	0.801	0.806
01	models/schöch-agg/median_shifted_std/080tp-6000it-0500in.tsv.gz	0.793	0.813	0.803	0.798	0.802
01	models/schöch-agg/median_shifted_std/080tp-6000it-1000in.tsv.gz	0.803	0.821	0.780	0.818	0.806
01	models/schöch-agg/median_shifted_std/080tp-6000it-2000in.tsv.gz	0.790	0.818	0.752	0.788	0.787
01	models/schöch-agg/median_shifted_std/080tp-6000it-3000in.tsv.gz	0.800	0.829	0.788	0.798	0.804
01	models/schöch-agg/median_shifted_std/080tp-6000it-7000in.tsv.gz	0.811	0.826	0.806	0.808	0.813
01	models/schöch-agg/median_shifted_std/090tp-6000it-0050in.tsv.gz	0.790	0.816	0.798	0.777	0.795
01	models/schöch-agg/median_shifted_std/090tp-6000it-0100in.tsv.gz	0.782	0.824	0.755	0.818	0.795
01	models/schöch-agg/median_shifted_std/090tp-6000it-0300in.tsv.gz	0.793	0.808	0.788	0.803	0.798
01	models/schöch-agg/median_shifted_std/090tp-6000it-0500in.tsv.gz	0.818	0.811	0.785	0.800	0.804
01	models/schöch-agg/median_shifted_std/090tp-6000it-1000in.tsv.gz	0.819	0.798	0.778	0.803	0.799
01	models/schöch-agg/median_shifted_std/090tp-6000it-2000in.tsv.gz	0.767	0.829	0.795	0.762	0.788
01	models/schöch-agg/median_shifted_std/090tp-6000it-3000in.tsv.gz	0.793	0.839	0.760	0.788	0.795
01	models/schöch-agg/median_shifted_std/090tp-6000it-7000in.tsv.gz	0.795	0.821	0.736	0.806	0.790
01	models/schöch-agg/median_shifted_std/100tp-6000it-0050in.tsv.gz	0.813	0.823	0.791	0.811	0.810
01	models/schöch-agg/median_shifted_std/100tp-6000it-0100in.tsv.gz	0.772	0.798	0.798	0.767	0.784
01	models/schöch-agg/median_shifted_std/100tp-6000it-0300in.tsv.gz	0.818	0.803	0.782	0.813	0.804
01	models/schöch-agg/median_shifted_std/100tp-6000it-0500in.tsv.gz	0.806	0.808	0.729	0.788	0.783
01	models/schöch-agg/median_shifted_std/100tp-6000it-1000in.tsv.gz	0.765	0.790	0.737	0.770	0.765
01	models/schöch-agg/median_shifted_std/100tp-6000it-2000in.tsv.gz	0.767	0.785	0.704	0.770	0.757
01	models/schöch-agg/median_shifted_std/100tp-6000it-3000in.tsv.gz	0.793	0.834	0.693	0.803	0.781
01	models/schöch-agg/median_shifted_std/100tp-6000it-7000in.tsv.gz	0.808	0.828	0.734	0.783	0.788
01	models/schöch/050tp-6000it-0050in.tsv.gz	0.828	0.802	0.751	0.827	0.802
01	models/schöch/050tp-6000it-0100in.tsv.gz	0.817	0.795	0.753	0.817	0.796
01	models/schöch/050tp-6000it-0300in.tsv.gz	0.823	0.803	0.742	0.829	0.799
01	models/schöch/050tp-6000it-0500in.tsv.gz	0.831	0.801	0.764	0.833	0.807
01	models/schöch/050tp-6000it-1000in.tsv.gz	0.822	0.792	0.742	0.823	0.795
01	models/schöch/050tp-6000it-2000in.tsv.gz	0.828	0.799	0.742	0.823	0.798
01	models/schöch/050tp-6000it-3000in.tsv.gz	0.817	0.795	0.748	0.826	0.796
01	models/schöch/050tp-6000it-7000in.tsv.gz	0.817	0.784	0.741	0.825	0.792
01	models/schöch/060tp-6000it-0050in.tsv.gz	0.824	0.795	0.748	0.825	0.798
01	models/schöch/060tp-6000it-0100in.tsv.gz	0.814	0.782	0.743	0.821	0.790
01	models/schöch/060tp-6000it-0300in.tsv.gz	0.830	0.797	0.749	0.827	0.801
01	models/schöch/060tp-6000it-0500in.tsv.gz	0.815	0.796	0.750	0.818	0.794
01	models/schöch/060tp-6000it-1000in.tsv.gz	0.831	0.799	0.735	0.832	0.799
01	models/schöch/060tp-6000it-2000in.tsv.gz	0.815	0.779	0.742	0.816	0.788
01	models/schöch/060tp-6000it-3000in.tsv.gz	0.828	0.793	0.739	0.820	0.795
01	models/schöch/060tp-6000it-7000in.tsv.gz	0.816	0.788	0.744	0.819	0.792
01	models/schöch/070tp-6000it-0050in.tsv.gz	0.818	0.797	0.752	0.817	0.796
01	models/schöch/070tp-6000it-0100in.tsv.gz	0.816	0.782	0.738	0.819	0.789
01	models/schöch/070tp-6000it-0300in.tsv.gz	0.820	0.796	0.739	0.823	0.795
01	models/schöch/070tp-6000it-0500in.tsv.gz	0.821	0.789	0.753	0.824	0.797
01	models/schöch/070tp-6000it-1000in.tsv.gz	0.829	0.803	0.750	0.831	0.803
01	models/schöch/070tp-6000it-2000in.tsv.gz	0.827	0.804	0.749	0.825	0.801
01	models/schöch/070tp-6000it-3000in.tsv.gz	0.822	0.789	0.738	0.829	0.795
01	models/schöch/070tp-6000it-7000in.tsv.gz	0.827	0.795	0.744	0.824	0.797
01	models/schöch/080tp-6000it-0050in.tsv.gz	0.820	0.779	0.729	0.823	0.788
01	models/schöch/080tp-6000it-0100in.tsv.gz	0.819	0.782	0.739	0.822	0.790
01	models/schöch/080tp-6000it-0300in.tsv.gz	0.817	0.789	0.746	0.823	0.794
01	models/schöch/080tp-6000it-0500in.tsv.gz	0.822	0.787	0.744	0.826	0.795
01	models/schöch/080tp-6000it-1000in.tsv.gz	0.824	0.792	0.745	0.825	0.797
01	models/schöch/080tp-6000it-2000in.tsv.gz	0.818	0.788	0.727	0.826	0.790
01	models/schöch/080tp-6000it-3000in.tsv.gz	0.826	0.800	0.740	0.827	0.798
01	models/schöch/080tp-6000it-7000in.tsv.gz	0.825	0.799	0.744	0.829	0.799
01	models/schöch/090tp-6000it-0050in.tsv.gz	0.819	0.778	0.752	0.822	0.793
01	models/schöch/090tp-6000it-0100in.tsv.gz	0.825	0.798	0.741	0.828	0.798
01	models/schöch/090tp-6000it-0300in.tsv.gz	0.823	0.785	0.735	0.830	0.793
01	models/schöch/090tp-6000it-0500in.tsv.gz	0.813	0.781	0.726	0.820	0.785
01	models/schöch/090tp-6000it-1000in.tsv.gz	0.825	0.783	0.743	0.831	0.796
01	models/schöch/090tp-6000it-2000in.tsv.gz	0.829	0.793	0.726	0.828	0.794
01	models/schöch/090tp-6000it-3000in.tsv.gz	0.819	0.787	0.735	0.821	0.791
01	models/schöch/090tp-6000it-7000in.tsv.gz	0.824	0.794	0.727	0.824	0.792
01	models/schöch/100tp-6000it-0050in.tsv.gz	0.820	0.788	0.748	0.820	0.794
01	models/schöch/100tp-6000it-0100in.tsv.gz	0.819	0.782	0.722	0.820	0.786
01	models/schöch/100tp-6000it-0300in.tsv.gz	0.817	0.787	0.740	0.825	0.792
01	models/schöch/100tp-6000it-0500in.tsv.gz	0.820	0.780	0.739	0.823	0.790
01	models/schöch/100tp-6000it-1000in.tsv.gz	0.818	0.780	0.732	0.819	0.787
01	models/schöch/100tp-6000it-2000in.tsv.gz	0.819	0.785	0.730	0.813	0.787
01	models/schöch/100tp-6000it-3000in.tsv.gz	0.823	0.788	0.742	0.823	0.794
01	models/schöch/100tp-6000it-7000in.tsv.gz	0.827	0.790	0.746	0.828	0.797
02	models/preproc/bow_id-v01.tsv.gz	0.776	0.762	0.714	0.780	0.758
02	models/preproc/bow_id-v02.tsv.gz	0.779	0.745	0.733	0.798	0.764
02	models/preproc/bow_id-v03.tsv.gz	0.784	0.693	0.740	0.797	0.753
02	models/preproc/bow_umap-v01.tsv.gz	0.788	0.796	0.739	0.746	0.767
02	models/preproc/bow_umap-v02.tsv.gz	0.813	0.790	0.739	0.781	0.781
02	models/preproc/bow_umap-v03.tsv.gz	0.823	0.814	0.778	0.789	0.801
02	models/preproc/doc2vec_id-v01.tsv.gz	0.817	0.764	0.647	0.829	0.764
02	models/preproc/doc2vec_id-v02.tsv.gz	0.834	0.796	0.677	0.838	0.786
02	models/preproc/doc2vec_id-v03.tsv.gz	0.833	0.807	0.697	0.842	0.795
02	models/preproc/doc2vec_umap-v01.tsv.gz	0.847	0.819	0.783	0.838	0.822
02	models/preproc/doc2vec_umap-v02.tsv.gz	0.846	0.819	0.777	0.836	0.820
02	models/preproc/doc2vec_umap-v03.tsv.gz	0.836	0.819	0.785	0.832	0.818
02	models/preproc/doc2vec_umap-v04.tsv.gz	0.839	0.817	0.772	0.773	0.800
02	models/preproc/doc2vec_umap-v05.tsv.gz	0.838	0.819	0.776	0.782	0.803
02	models/preproc/doc2vec_umap-v06.tsv.gz	0.836	0.820	0.791	0.843	0.822
02	models/preproc/doc2vec_umap-v07.tsv.gz	0.834	0.822	0.782	0.815	0.813
02	models/preproc/lda_id-v01.tsv.gz	0.841	0.814	0.762	0.833	0.813
02	models/preproc/lda_id-v02.tsv.gz	0.830	0.810	0.767	0.829	0.809
02	models/preproc/lda_id-v03.tsv.gz	0.845	0.818	0.764	0.836	0.816
02	models/preproc/lda_id-v04.tsv.gz	0.840	0.819	0.766	0.839	0.816
02	models/preproc/lda_id-v05.tsv.gz	0.839	0.817	0.776	0.836	0.817
02	models/preproc/lda_id-v06.tsv.gz	0.837	0.814	0.783	0.834	0.817
02	models/preproc/lda_id-v07.tsv.gz	0.850	0.818	0.779	0.840	0.822
02	models/preproc/lda_umap-v01.tsv.gz	0.810	0.803	0.768	0.792	0.793
02	models/preproc/lda_umap-v02.tsv.gz	0.807	0.808	0.769	0.783	0.792
02	models/preproc/lda_umap-v03.tsv.gz	0.835	0.810	0.774	0.818	0.809
02	models/preproc/lda_umap-v04.tsv.gz	0.832	0.806	0.763	0.765	0.791
02	models/preproc/sbert_id-v01.tsv.gz	0.771	0.697	0.586	0.771	0.706
02	models/preproc/sbert_id-v02.tsv.gz	0.771	0.714	0.606	0.773	0.716
02	models/preproc/sbert_id-v03.tsv.gz	0.757	0.669	0.580	0.751	0.689
02	models/preproc/sbert_id-v04.tsv.gz	0.774	0.710	0.616	0.769	0.717
02	models/preproc/sbert_umap-v01.tsv.gz	0.702	0.663	0.595	0.664	0.656
02	models/preproc/sbert_umap-v01_altmindist.tsv.gz	0.707	0.666	0.599	0.643	0.654
02	models/preproc/sbert_umap-v02.tsv.gz	0.697	0.680	0.609	0.636	0.655
02	models/preproc/sbert_umap-v02_altmindist.tsv.gz	0.704	0.688	0.622	0.678	0.673
02	models/preproc/sbert_umap-v03.tsv.gz	0.670	0.649	0.582	0.592	0.623
02	models/preproc/sbert_umap-v03_altmindist.tsv.gz	0.680	0.658	0.586	0.659	0.646
02	models/preproc/sbert_umap-v04.tsv.gz	0.728	0.697	0.626	0.684	0.684
02	models/preproc/sbert_umap-v04_altmindist.tsv.gz	0.730	0.699	0.621	0.700	0.687
02	models/preproc/tfidf_id-v01.tsv.gz	0.802	0.738	0.720	0.811	0.768
02	models/preproc/tfidf_id-v02.tsv.gz	0.826	0.798	0.727	0.835	0.796
02	models/preproc/tfidf_id-v03.tsv.gz	0.823	0.803	0.723	0.837	0.797
02	models/preproc/tfidf_umap-v01.tsv.gz	0.792	0.789	0.742	0.755	0.769
02	models/preproc/tfidf_umap-v02.tsv.gz	0.830	0.819	0.771	0.785	0.802
02	models/preproc/tfidf_umap-v03.tsv.gz	0.833	0.827	0.778	0.822	0.815
02	models/preproc/tfidf_umap-v04.tsv.gz	0.828	0.823	0.777	0.773	0.800
02	models/preproc/tfidf_umap-v05.tsv.gz	0.828	0.823	0.771	0.790	0.803
02	models/preproc/tfidf_umap-v06.tsv.gz	0.813	0.821	0.764	0.790	0.797
02	models/preproc/tfidf_umap-v07.tsv.gz	0.821	0.827	0.782	0.767	0.799
02	models/schöch-agg/mean/050tp-6000it-0050in.tsv.gz	0.862	0.836	0.790	0.859	0.837
02	models/schöch-agg/mean/050tp-6000it-0100in.tsv.gz	0.859	0.834	0.757	0.846	0.824
02	models/schöch-agg/mean/050tp-6000it-0300in.tsv.gz	0.857	0.839	0.801	0.872	0.842
02	models/schöch-agg/mean/050tp-6000it-0500in.tsv.gz	0.867	0.826	0.824	0.877	0.848
02	models/schöch-agg/mean/050tp-6000it-1000in.tsv.gz	0.852	0.818	0.775	0.877	0.831
02	models/schöch-agg/mean/050tp-6000it-2000in.tsv.gz	0.854	0.818	0.808	0.867	0.837
02	models/schöch-agg/mean/050tp-6000it-3000in.tsv.gz	0.839	0.831	0.788	0.844	0.825
02	models/schöch-agg/mean/050tp-6000it-7000in.tsv.gz	0.841	0.831	0.770	0.875	0.829
02	models/schöch-agg/mean/060tp-6000it-0050in.tsv.gz	0.869	0.818	0.826	0.862	0.844
02	models/schöch-agg/mean/060tp-6000it-0100in.tsv.gz	0.857	0.813	0.832	0.852	0.838
02	models/schöch-agg/mean/060tp-6000it-0300in.tsv.gz	0.864	0.841	0.788	0.882	0.844
02	models/schöch-agg/mean/060tp-6000it-0500in.tsv.gz	0.857	0.834	0.788	0.865	0.836
02	models/schöch-agg/mean/060tp-6000it-1000in.tsv.gz	0.857	0.857	0.760	0.877	0.838
02	models/schöch-agg/mean/060tp-6000it-2000in.tsv.gz	0.854	0.821	0.798	0.862	0.834
02	models/schöch-agg/mean/060tp-6000it-3000in.tsv.gz	0.862	0.816	0.803	0.857	0.834
02	models/schöch-agg/mean/060tp-6000it-7000in.tsv.gz	0.831	0.836	0.796	0.857	0.830
02	models/schöch-agg/mean/070tp-6000it-0050in.tsv.gz	0.862	0.813	0.793	0.869	0.834
02	models/schöch-agg/mean/070tp-6000it-0100in.tsv.gz	0.857	0.818	0.790	0.852	0.829
02	models/schöch-agg/mean/070tp-6000it-0300in.tsv.gz	0.857	0.816	0.775	0.864	0.828
02	models/schöch-agg/mean/070tp-6000it-0500in.tsv.gz	0.862	0.834	0.811	0.859	0.841
02	models/schöch-agg/mean/070tp-6000it-1000in.tsv.gz	0.867	0.839	0.821	0.865	0.848
02	models/schöch-agg/mean/070tp-6000it-2000in.tsv.gz	0.847	0.824	0.818	0.857	0.836
02	models/schöch-agg/mean/070tp-6000it-3000in.tsv.gz	0.844	0.847	0.793	0.839	0.831
02	models/schöch-agg/mean/070tp-6000it-7000in.tsv.gz	0.836	0.828	0.793	0.849	0.827
02	models/schöch-agg/mean/080tp-6000it-0050in.tsv.gz	0.857	0.821	0.811	0.862	0.838
02	models/schöch-agg/mean/080tp-6000it-0100in.tsv.gz	0.847	0.839	0.775	0.867	0.832
02	models/schöch-agg/mean/080tp-6000it-0300in.tsv.gz	0.839	0.836	0.801	0.854	0.833
02	models/schöch-agg/mean/080tp-6000it-0500in.tsv.gz	0.864	0.836	0.788	0.872	0.840
02	models/schöch-agg/mean/080tp-6000it-1000in.tsv.gz	0.867	0.836	0.816	0.854	0.843
02	models/schöch-agg/mean/080tp-6000it-2000in.tsv.gz	0.842	0.834	0.800	0.859	0.834
02	models/schöch-agg/mean/080tp-6000it-3000in.tsv.gz	0.844	0.849	0.795	0.870	0.840
02	models/schöch-agg/mean/080tp-6000it-7000in.tsv.gz	0.839	0.834	0.798	0.857	0.832
02	models/schöch-agg/mean/090tp-6000it-0050in.tsv.gz	0.852	0.803	0.831	0.872	0.840
02	models/schöch-agg/mean/090tp-6000it-0100in.tsv.gz	0.844	0.829	0.778	0.867	0.829
02	models/schöch-agg/mean/090tp-6000it-0300in.tsv.gz	0.836	0.818	0.775	0.857	0.822
02	models/schöch-agg/mean/090tp-6000it-0500in.tsv.gz	0.852	0.826	0.788	0.880	0.836
02	models/schöch-agg/mean/090tp-6000it-1000in.tsv.gz	0.857	0.841	0.803	0.870	0.843
02	models/schöch-agg/mean/090tp-6000it-2000in.tsv.gz	0.852	0.849	0.801	0.862	0.841
02	models/schöch-agg/mean/090tp-6000it-3000in.tsv.gz	0.842	0.816	0.806	0.865	0.832
02	models/schöch-agg/mean/090tp-6000it-7000in.tsv.gz	0.849	0.836	0.793	0.857	0.834
02	models/schöch-agg/mean/100tp-6000it-0050in.tsv.gz	0.842	0.828	0.793	0.847	0.827
02	models/schöch-agg/mean/100tp-6000it-0100in.tsv.gz	0.842	0.829	0.844	0.857	0.843
02	models/schöch-agg/mean/100tp-6000it-0300in.tsv.gz	0.842	0.841	0.788	0.875	0.836
02	models/schöch-agg/mean/100tp-6000it-0500in.tsv.gz	0.842	0.834	0.808	0.854	0.834
02	models/schöch-agg/mean/100tp-6000it-1000in.tsv.gz	0.842	0.831	0.816	0.857	0.836
02	models/schöch-agg/mean/100tp-6000it-2000in.tsv.gz	0.857	0.846	0.803	0.857	0.841
02	models/schöch-agg/mean/100tp-6000it-3000in.tsv.gz	0.839	0.854	0.798	0.859	0.838
02	models/schöch-agg/mean/100tp-6000it-7000in.tsv.gz	0.854	0.849	0.762	0.875	0.835
02	models/schöch-agg/mean_shift_median/050tp-6000it-0050in.tsv.gz	0.862	0.831	0.808	0.867	0.842
02	models/schöch-agg/mean_shift_median/050tp-6000it-0100in.tsv.gz	0.859	0.834	0.788	0.854	0.834
02	models/schöch-agg/mean_shift_median/050tp-6000it-0300in.tsv.gz	0.857	0.841	0.795	0.864	0.839
02	models/schöch-agg/mean_shift_median/050tp-6000it-0500in.tsv.gz	0.867	0.826	0.816	0.864	0.843
02	models/schöch-agg/mean_shift_median/050tp-6000it-1000in.tsv.gz	0.852	0.826	0.808	0.859	0.836
02	models/schöch-agg/mean_shift_median/050tp-6000it-2000in.tsv.gz	0.854	0.811	0.816	0.862	0.836
02	models/schöch-agg/mean_shift_median/050tp-6000it-3000in.tsv.gz	0.839	0.831	0.785	0.844	0.825
02	models/schöch-agg/mean_shift_median/050tp-6000it-7000in.tsv.gz	0.841	0.831	0.805	0.869	0.837
02	models/schöch-agg/mean_shift_median/060tp-6000it-0050in.tsv.gz	0.869	0.816	0.829	0.857	0.843
02	models/schöch-agg/mean_shift_median/060tp-6000it-0100in.tsv.gz	0.857	0.816	0.814	0.870	0.839
02	models/schöch-agg/mean_shift_median/060tp-6000it-0300in.tsv.gz	0.864	0.839	0.798	0.872	0.843
02	models/schöch-agg/mean_shift_median/060tp-6000it-0500in.tsv.gz	0.857	0.831	0.813	0.857	0.839
02	models/schöch-agg/mean_shift_median/060tp-6000it-1000in.tsv.gz	0.854	0.854	0.772	0.872	0.838
02	models/schöch-agg/mean_shift_median/060tp-6000it-2000in.tsv.gz	0.854	0.826	0.780	0.862	0.830
02	models/schöch-agg/mean_shift_median/060tp-6000it-3000in.tsv.gz	0.862	0.816	0.811	0.862	0.838
02	models/schöch-agg/mean_shift_median/060tp-6000it-7000in.tsv.gz	0.831	0.836	0.788	0.859	0.829
02	models/schöch-agg/mean_shift_median/070tp-6000it-0050in.tsv.gz	0.862	0.816	0.811	0.854	0.836
02	models/schöch-agg/mean_shift_median/070tp-6000it-0100in.tsv.gz	0.857	0.821	0.790	0.862	0.832
02	models/schöch-agg/mean_shift_median/070tp-6000it-0300in.tsv.gz	0.857	0.818	0.795	0.867	0.834
02	models/schöch-agg/mean_shift_median/070tp-6000it-0500in.tsv.gz	0.862	0.834	0.824	0.867	0.847
02	models/schöch-agg/mean_shift_median/070tp-6000it-1000in.tsv.gz	0.867	0.836	0.826	0.872	0.850
02	models/schöch-agg/mean_shift_median/070tp-6000it-2000in.tsv.gz	0.847	0.824	0.803	0.864	0.834
02	models/schöch-agg/mean_shift_median/070tp-6000it-3000in.tsv.gz	0.844	0.847	0.775	0.859	0.831
02	models/schöch-agg/mean_shift_median/070tp-6000it-7000in.tsv.gz	0.839	0.831	0.816	0.864	0.838
02	models/schöch-agg/mean_shift_median/080tp-6000it-0050in.tsv.gz	0.857	0.821	0.816	0.864	0.839
02	models/schöch-agg/mean_shift_median/080tp-6000it-0100in.tsv.gz	0.847	0.839	0.798	0.859	0.836
02	models/schöch-agg/mean_shift_median/080tp-6000it-0300in.tsv.gz	0.839	0.836	0.798	0.849	0.831
02	models/schöch-agg/mean_shift_median/080tp-6000it-0500in.tsv.gz	0.864	0.834	0.808	0.864	0.843
02	models/schöch-agg/mean_shift_median/080tp-6000it-1000in.tsv.gz	0.864	0.839	0.785	0.875	0.841
02	models/schöch-agg/mean_shift_median/080tp-6000it-2000in.tsv.gz	0.842	0.836	0.795	0.849	0.831
02	models/schöch-agg/mean_shift_median/080tp-6000it-3000in.tsv.gz	0.844	0.849	0.808	0.870	0.843
02	models/schöch-agg/mean_shift_median/080tp-6000it-7000in.tsv.gz	0.839	0.834	0.793	0.862	0.832
02	models/schöch-agg/mean_shift_median/090tp-6000it-0050in.tsv.gz	0.852	0.803	0.836	0.852	0.836
02	models/schöch-agg/mean_shift_median/090tp-6000it-0100in.tsv.gz	0.844	0.826	0.811	0.875	0.839
02	models/schöch-agg/mean_shift_median/090tp-6000it-0300in.tsv.gz	0.836	0.818	0.808	0.854	0.829
02	models/schöch-agg/mean_shift_median/090tp-6000it-0500in.tsv.gz	0.852	0.829	0.816	0.862	0.839
02	models/schöch-agg/mean_shift_median/090tp-6000it-1000in.tsv.gz	0.857	0.844	0.829	0.877	0.852
02	models/schöch-agg/mean_shift_median/090tp-6000it-2000in.tsv.gz	0.852	0.849	0.770	0.867	0.834
02	models/schöch-agg/mean_shift_median/090tp-6000it-3000in.tsv.gz	0.842	0.816	0.795	0.857	0.827
02	models/schöch-agg/mean_shift_median/090tp-6000it-7000in.tsv.gz	0.852	0.834	0.749	0.857	0.823
02	models/schöch-agg/mean_shift_median/100tp-6000it-0050in.tsv.gz	0.839	0.831	0.798	0.862	0.832
02	models/schöch-agg/mean_shift_median/100tp-6000it-0100in.tsv.gz	0.842	0.829	0.816	0.865	0.838
02	models/schöch-agg/mean_shift_median/100tp-6000it-0300in.tsv.gz	0.839	0.841	0.783	0.872	0.834
02	models/schöch-agg/mean_shift_median/100tp-6000it-0500in.tsv.gz	0.842	0.834	0.770	0.841	0.822
02	models/schöch-agg/mean_shift_median/100tp-6000it-1000in.tsv.gz	0.842	0.826	0.785	0.836	0.822
02	models/schöch-agg/mean_shift_median/100tp-6000it-2000in.tsv.gz	0.857	0.846	0.785	0.867	0.839
02	models/schöch-agg/mean_shift_median/100tp-6000it-3000in.tsv.gz	0.839	0.849	0.831	0.857	0.844
02	models/schöch-agg/mean_shift_median/100tp-6000it-7000in.tsv.gz	0.854	0.849	0.785	0.854	0.836
02	models/schöch-agg/mean_shift_o_std/050tp-6000it-0050in.tsv.gz	0.824	0.834	0.770	0.847	0.818
02	models/schöch-agg/mean_shift_o_std/050tp-6000it-0100in.tsv.gz	0.857	0.841	0.826	0.813	0.834
02	models/schöch-agg/mean_shift_o_std/050tp-6000it-0300in.tsv.gz	0.839	0.846	0.770	0.834	0.822
02	models/schöch-agg/mean_shift_o_std/050tp-6000it-0500in.tsv.gz	0.846	0.844	0.839	0.857	0.846
02	models/schöch-agg/mean_shift_o_std/050tp-6000it-1000in.tsv.gz	0.826	0.829	0.821	0.844	0.830
02	models/schöch-agg/mean_shift_o_std/050tp-6000it-2000in.tsv.gz	0.826	0.829	0.785	0.834	0.818
02	models/schöch-agg/mean_shift_o_std/050tp-6000it-3000in.tsv.gz	0.834	0.826	0.819	0.813	0.823
02	models/schöch-agg/mean_shift_o_std/050tp-6000it-7000in.tsv.gz	0.851	0.844	0.801	0.844	0.835
02	models/schöch-agg/mean_shift_o_std/060tp-6000it-0050in.tsv.gz	0.844	0.818	0.824	0.857	0.836
02	models/schöch-agg/mean_shift_o_std/060tp-6000it-0100in.tsv.gz	0.852	0.829	0.801	0.844	0.831
02	models/schöch-agg/mean_shift_o_std/060tp-6000it-0300in.tsv.gz	0.846	0.823	0.831	0.854	0.839
02	models/schöch-agg/mean_shift_o_std/060tp-6000it-0500in.tsv.gz	0.851	0.831	0.762	0.839	0.821
02	models/schöch-agg/mean_shift_o_std/060tp-6000it-1000in.tsv.gz	0.857	0.844	0.783	0.847	0.833
02	models/schöch-agg/mean_shift_o_std/060tp-6000it-2000in.tsv.gz	0.834	0.808	0.780	0.839	0.815
02	models/schöch-agg/mean_shift_o_std/060tp-6000it-3000in.tsv.gz	0.821	0.813	0.819	0.857	0.827
02	models/schöch-agg/mean_shift_o_std/060tp-6000it-7000in.tsv.gz	0.831	0.841	0.778	0.844	0.823
02	models/schöch-agg/mean_shift_o_std/070tp-6000it-0050in.tsv.gz	0.852	0.823	0.783	0.849	0.827
02	models/schöch-agg/mean_shift_o_std/070tp-6000it-0100in.tsv.gz	0.854	0.816	0.800	0.846	0.829
02	models/schöch-agg/mean_shift_o_std/070tp-6000it-0300in.tsv.gz	0.841	0.824	0.811	0.831	0.827
02	models/schöch-agg/mean_shift_o_std/070tp-6000it-0500in.tsv.gz	0.854	0.826	0.811	0.857	0.837
02	models/schöch-agg/mean_shift_o_std/070tp-6000it-1000in.tsv.gz	0.854	0.829	0.808	0.857	0.837
02	models/schöch-agg/mean_shift_o_std/070tp-6000it-2000in.tsv.gz	0.847	0.836	0.793	0.844	0.830
02	models/schöch-agg/mean_shift_o_std/070tp-6000it-3000in.tsv.gz	0.829	0.831	0.760	0.857	0.819
02	models/schöch-agg/mean_shift_o_std/070tp-6000it-7000in.tsv.gz	0.841	0.823	0.816	0.841	0.830
02	models/schöch-agg/mean_shift_o_std/080tp-6000it-0050in.tsv.gz	0.831	0.836	0.800	0.841	0.827
02	models/schöch-agg/mean_shift_o_std/080tp-6000it-0100in.tsv.gz	0.865	0.821	0.772	0.854	0.828
02	models/schöch-agg/mean_shift_o_std/080tp-6000it-0300in.tsv.gz	0.844	0.839	0.788	0.847	0.829
02	models/schöch-agg/mean_shift_o_std/080tp-6000it-0500in.tsv.gz	0.816	0.823	0.811	0.841	0.823
02	models/schöch-agg/mean_shift_o_std/080tp-6000it-1000in.tsv.gz	0.836	0.836	0.819	0.864	0.839
02	models/schöch-agg/mean_shift_o_std/080tp-6000it-2000in.tsv.gz	0.831	0.829	0.816	0.844	0.830
02	models/schöch-agg/mean_shift_o_std/080tp-6000it-3000in.tsv.gz	0.829	0.854	0.793	0.880	0.839
02	models/schöch-agg/mean_shift_o_std/080tp-6000it-7000in.tsv.gz	0.818	0.823	0.811	0.854	0.827
02	models/schöch-agg/mean_shift_o_std/090tp-6000it-0050in.tsv.gz	0.857	0.816	0.800	0.836	0.827
02	models/schöch-agg/mean_shift_o_std/090tp-6000it-0100in.tsv.gz	0.839	0.829	0.788	0.857	0.828
02	models/schöch-agg/mean_shift_o_std/090tp-6000it-0300in.tsv.gz	0.852	0.836	0.790	0.854	0.833
02	models/schöch-agg/mean_shift_o_std/090tp-6000it-0500in.tsv.gz	0.831	0.841	0.816	0.831	0.830
02	models/schöch-agg/mean_shift_o_std/090tp-6000it-1000in.tsv.gz	0.847	0.836	0.821	0.852	0.839
02	models/schöch-agg/mean_shift_o_std/090tp-6000it-2000in.tsv.gz	0.816	0.839	0.806	0.841	0.826
02	models/schöch-agg/mean_shift_o_std/090tp-6000it-3000in.tsv.gz	0.847	0.836	0.765	0.834	0.820
02	models/schöch-agg/mean_shift_o_std/090tp-6000it-7000in.tsv.gz	0.852	0.834	0.785	0.841	0.828
